date,symbol,side,price,qty,reason
2020-10-01,TRIDENT.NS,BUY,7.85,5,ADX=16.7
2020-10-07,ANANTRAJ.NS,BUY,21.35,8,ADX=44.7
2020-10-07,TRIDENT.NS,SELL,7.42,5,STOP
2020-10-07,VEDL.NS,SELL,129.51,1,STOP
2020-10-13,ANANTRAJ.NS,SELL,20.18,8,STOP
2020-10-13,SWANENERGY.NS,BUY,137.0,1,ADX=29.6
2020-10-20,TTML.NS,BUY,3.95,6,ADX=20.9
2020-10-28,BSOFT.NS,SELL,184.0,1,RULE
2020-10-28,CGPOWER.NS,BUY,28.55,1,ADX=34.9
2020-10-28,KPRMILL.NS,BUY,143.97,1,ADX=39.1
2020-11-09,POWERGRID.NS,BUY,103.53,1,ADX=28.8
2020-11-09,SWANENERGY.NS,SELL,133.9,1,RULE
2020-12-14,BRIGADE.NS,BUY,237.25,8,ADX=73.6
2020-12-14,GRANULES.NS,SELL,380.25,5,RULE
2020-12-21,CAMS.NS,BUY,1687.85,1,ADX=54.3
2020-12-21,POWERGRID.NS,SELL,104.34,1,RULE
2020-12-21,SUZLON.NS,BUY,4.5,3,ADX=29.6
2020-12-21,TATAELXSI.NS,SELL,1551.55,1,RULE
2020-12-22,BRIGADE.NS,SELL,224.2,8,STOP
2020-12-22,BSOFT.NS,BUY,232.8,2,ADX=23.9
2020-12-22,CAMS.NS,SELL,1595.02,1,STOP
2020-12-22,PERSISTENT.NS,BUY,688.55,4,ADX=26.8
2020-12-31,GRAVITA.NS,BUY,77.0,9,ADX=55.9
2020-12-31,PGEL.NS,SELL,14.03,42,RULE
2021-01-08,ADANIGREEN.NS,SELL,1014.9,7818,RULE
2021-01-08,HFCL.NS,BUY,30.1,263606,ADX=60.3
2021-01-22,ANANTRAJ.NS,BUY,39.0,1,ADX=44.7
2021-01-22,CGPOWER.NS,SELL,39.7,1,RULE
2021-01-27,HFCL.NS,SELL,28.44,263606,STOP
2021-01-27,RKFORGE.NS,SELL,99.73,7574,RULE
2021-01-27,ROUTE.NS,BUY,1269.65,5913,ADX=18.0
2021-01-28,ANANTRAJ.NS,SELL,36.85,1,STOP
2021-01-28,HAVELLS.NS,BUY,1181.75,6035,ADX=55.2
2021-01-28,PGEL.NS,BUY,16.51,42917,ADX=15.8
2021-01-28,ROUTE.NS,SELL,1199.82,5913,STOP
2021-01-29,ANANTRAJ.NS,BUY,41.0,164380,ADX=51.2
2021-01-29,HAVELLS.NS,SELL,1116.75,6035,STOP
2021-02-03,ANANTRAJ.NS,SELL,38.74,164380,STOP
2021-02-03,CEATLTD.NS,BUY,1604.8,3968,ADX=59.7
2021-02-03,KAJARIACER.NS,BUY,867.8,1,ADX=57.9
2021-02-12,BSOFT.NS,SELL,244.35,2,RULE
2021-02-12,POONAWALLA.NS,BUY,98.2,7,ADX=48.7
2021-02-15,SUZLON.NS,SELL,5.37,3,RULE
2021-02-16,MAHABANK.NS,BUY,19.05,2,ADX=25.5
2021-02-22,HINDCOPPER.NS,BUY,98.4,6,ADX=43.0
2021-02-22,KPRMILL.NS,SELL,179.4,1,RULE
2021-02-22,WIPRO.NS,SELL,209.35,2,RULE
2021-02-23,ANANTRAJ.NS,BUY,48.05,125236,ADX=50.5
2021-02-23,CEATLTD.NS,SELL,1516.54,3968,STOP
2021-02-23,DBREALTY.NS,BUY,24.4,1,ADX=40.6
2021-02-24,REDINGTON.NS,BUY,96.97,1,ADX=55.2
2021-02-24,TTML.NS,SELL,14.95,6,RULE
2021-02-26,NATIONALUM.NS,BUY,60.0,1,ADX=39.1
2021-02-26,REDINGTON.NS,SELL,91.64,1,STOP
2021-03-17,ADANIPOWER.NS,BUY,87.2,1,ADX=51.3
2021-03-17,NATIONALUM.NS,SELL,56.7,1,STOP
2021-03-18,MAHABANK.NS,SELL,19.3,2,RULE
2021-03-22,ATGL.NS,BUY,819.1,1,ADX=49.4
2021-03-22,KAJARIACER.NS,SELL,910.25,1,RULE
2021-03-24,CGPOWER.NS,BUY,68.0,1,ADX=38.2
2021-03-25,GRAVITA.NS,SELL,92.05,9,RULE
2021-03-26,GODREJCP.NS,BUY,710.25,1,ADX=22.8
2021-03-30,GODREJIND.NS,BUY,545.8,1,ADX=50.8
2021-03-30,POONAWALLA.NS,SELL,104.9,7,RULE
2021-03-31,DBREALTY.NS,SELL,24.2,1,RULE
2021-03-31,GODREJIND.NS,SELL,515.78,1,STOP
2021-03-31,INTELLECT.NS,BUY,740.0,1,ADX=54.2
2021-03-31,JPPOWER.NS,BUY,3.25,52,ADX=15.3
2021-04-01,ADANIPOWER.NS,SELL,82.4,1,STOP
2021-04-01,SAIL.NS,BUY,83.85,1,ADX=15.9
2021-04-05,GPIL.NS,BUY,198.11,3,ADX=42.7
2021-04-05,INTELLECT.NS,SELL,699.3,1,STOP
2021-04-07,JPPOWER.NS,SELL,3.07,52,STOP
2021-04-07,KPITTECH.NS,BUY,198.8,1,ADX=45.6
2021-04-09,ASTERDM.NS,BUY,148.4,1,ADX=42.6
2021-04-09,KPITTECH.NS,SELL,187.87,1,STOP
2021-04-12,ANANTRAJ.NS,SELL,50.6,125236,RULE
2021-04-12,LALPATHLAB.NS,BUY,3336.55,1899,ADX=42.8
2021-04-13,GPIL.NS,SELL,187.22,3,STOP
2021-04-13,LALPATHLAB.NS,SELL,3153.04,1899,STOP
2021-04-13,MAHABANK.NS,BUY,27.0,2,ADX=24.1
2021-04-13,SONATSOFTW.NS,BUY,231.11,25914,ADX=47.5
2021-04-15,ASTERDM.NS,SELL,140.24,1,STOP
2021-04-15,MAHABANK.NS,SELL,25.51,2,STOP
2021-04-15,PGEL.NS,SELL,33.32,42917,RULE
2021-04-15,PRAJIND.NS,BUY,211.15,6773,ADX=37.4
2021-04-16,GLENMARK.NS,BUY,571.9,4,ADX=27.0
2021-04-16,PFIZER.NS,BUY,5218.55,1084,ADX=27.8
2021-04-16,SONATSOFTW.NS,SELL,218.4,25914,STOP
2021-04-16,TRIVENI.NS,BUY,101.95,5,ADX=22.1
2021-04-19,CIPLA.NS,BUY,946.3,2,ADX=31.6
2021-04-19,GLENMARK.NS,SELL,540.45,4,STOP
2021-04-22,GODREJCP.NS,SELL,704.1,1,RULE
2021-04-22,POLYMED.NS,BUY,993.65,1,ADX=35.8
2021-05-04,CIPLA.NS,SELL,894.25,2,STOP
2021-05-04,RTNINDIA.NS,BUY,11.2,160,ADX=42.7
2021-06-08,HINDCOPPER.NS,SELL,157.9,6,RULE
2021-06-08,RPOWER.NS,BUY,10.9,87,ADX=61.2
2021-06-09,CGPOWER.NS,SELL,79.3,1,RULE
2021-06-09,POLYMED.NS,SELL,977.05,1,RULE
2021-06-09,RENUKA.NS,BUY,21.65,49,ADX=50.1
2021-06-17,ATGL.NS,SELL,1324.65,1,RULE
2021-06-17,JPPOWER.NS,BUY,5.6,4,ADX=44.2
2021-06-17,TTML.NS,BUY,28.95,45,ADX=53.6
2021-07-22,COFORGE.NS,BUY,932.64,1,ADX=55.7
2021-07-22,RPOWER.NS,SELL,12.4,87,RULE
2021-07-23,JPPOWER.NS,SELL,5.3,4,RULE
2021-07-23,RKFORGE.NS,BUY,159.32,1,ADX=41.1
2021-07-26,TITAGARH.NS,BUY,79.5,10,ADX=54.0
2021-07-26,TRIVENI.NS,SELL,172.3,5,RULE
2021-07-27,KPRMILL.NS,BUY,400.7,4,ADX=48.0
2021-07-27,TTML.NS,SELL,36.25,45,RULE
2021-07-30,KPRMILL.NS,SELL,378.66,4,STOP
2021-07-30,UTIAMC.NS,BUY,1041.75,1,ADX=56.2
2021-08-03,AMBUJACEM.NS,BUY,422.2,5,ADX=57.6
2021-08-03,RENUKA.NS,SELL,31.9,49,RULE
2021-08-10,AMBUJACEM.NS,SELL,398.98,5,STOP
2021-08-10,PRAJIND.NS,SELL,351.75,6773,RULE
2021-08-10,SAIL.NS,SELL,127.25,1,RULE
2021-08-10,SONACOMS.NS,BUY,489.35,4874,ADX=75.2
2021-08-10,TEJASNET.NS,BUY,360.75,1,ADX=54.0
2021-08-10,UTIAMC.NS,SELL,984.45,1,STOP
2021-08-12,IRFC.NS,BUY,23.95,3,ADX=16.4
2021-08-18,BAJAJFINSV.NS,BUY,1500.64,5,ADX=51.6
2021-08-18,POONAWALLA.NS,BUY,194.4,3,ADX=26.7
2021-08-18,RTNINDIA.NS,SELL,50.75,160,RULE
2021-08-20,IRFC.NS,SELL,23.0,3,RULE
2021-08-23,BLS.NS,BUY,42.39,11,ADX=30.6
2021-08-23,HCLTECH.NS,BUY,1163.1,1938,ADX=49.1
2021-08-23,POONAWALLA.NS,SELL,183.71,3,STOP
2021-08-23,SONACOMS.NS,SELL,462.44,4874,STOP
2021-09-01,GMRAIRPORT.NS,BUY,27.3,1,ADX=15.7
2021-09-20,PFIZER.NS,SELL,5765.75,1084,RULE
2021-09-20,TATAELXSI.NS,BUY,5831.7,1071,ADX=52.0
2021-09-21,BAJFINANCE.NS,BUY,781.39,7559,ADX=49.2
2021-09-21,TATAELXSI.NS,SELL,5510.96,1071,STOP
2021-10-18,HCLTECH.NS,SELL,1221.4,1938,RULE
2021-10-18,IRCTC.NS,BUY,1175.54,2013,ADX=65.5
2021-10-19,IEX.NS,BUY,281.78,7938,ADX=53.3
2021-10-19,IRCTC.NS,SELL,1110.89,2013,STOP
2021-10-20,BLS.NS,SELL,56.34,11,RULE
2021-10-20,DBREALTY.NS,BUY,44.5,47518,ADX=43.1
2021-10-20,IEX.NS,SELL,266.29,7938,STOP
2021-10-21,IRB.NS,BUY,24.47,1,ADX=38.2
2021-10-22,RVNL.NS,BUY,43.05,10,ADX=44.4
2021-10-22,TEJASNET.NS,SELL,441.85,1,RULE
2021-10-25,BAJFINANCE.NS,SELL,738.41,7559,STOP
2021-10-25,COFORGE.NS,SELL,1013.86,1,RULE
2021-10-25,MRPL.NS,BUY,55.35,100868,ADX=45.9
2021-10-25,RVNL.NS,SELL,40.68,10,STOP
2021-10-26,CGPOWER.NS,BUY,150.8,43963,ADX=42.3
2021-10-26,CUB.NS,BUY,181.05,3560,ADX=39.5
2021-10-26,DBREALTY.NS,SELL,42.05,47518,STOP
2021-10-26,IDFCFIRSTB.NS,BUY,52.85,1,ADX=17.6
2021-10-26,MRPL.NS,SELL,52.31,100868,STOP
2021-10-27,J&KBANK.NS,BUY,43.15,1,ADX=24.6
2021-10-28,CUB.NS,SELL,171.09,3560,STOP
2021-10-28,IDFCFIRSTB.NS,SELL,49.94,1,STOP
2021-10-28,J&KBANK.NS,SELL,40.78,1,STOP
2021-10-28,TANLA.NS,BUY,1284.9,474,ADX=41.9
2021-10-29,CANBK.NS,BUY,42.9,30,ADX=38.8
2021-10-29,IRB.NS,SELL,23.12,1,STOP
2021-10-29,RKFORGE.NS,SELL,218.27,1,RULE
2021-10-29,TITAGARH.NS,SELL,94.25,10,RULE
2021-11-01,CENTURYPLY.NS,BUY,573.2,1004,ADX=43.7
2021-11-01,SARDAEN.NS,BUY,89.17,1,ADX=26.4
2021-11-01,TANLA.NS,SELL,1214.23,474,STOP
2021-11-03,BAJAJFINSV.NS,SELL,1750.94,5,RULE
2021-11-03,OLECTRA.NS,BUY,610.4,14,ADX=45.6
2021-11-03,TTML.NS,BUY,60.8,3,ADX=32.9
2021-11-11,TARIL.NS,BUY,16.38,1,ADX=16.3
2021-11-12,KARURVYSYA.NS,BUY,49.75,2,ADX=31.1
2021-11-12,SARDAEN.NS,SELL,84.27,1,STOP
2021-11-12,TARIL.NS,SELL,15.47,1,STOP
2021-11-16,KARURVYSYA.NS,SELL,47.01,2,STOP
2021-11-18,GMRAIRPORT.NS,SELL,35.36,1,RULE
2021-11-18,TRIDENT.NS,BUY,45.2,3,ADX=39.7
2021-11-26,CANBK.NS,SELL,40.54,30,STOP
2021-11-26,PERSISTENT.NS,SELL,1954.55,4,RULE
2021-11-26,WELCORP.NS,BUY,169.85,53,ADX=29.5
2021-11-29,CENTURYPLY.NS,SELL,586.2,1004,RULE
2021-11-29,RAYMOND.NS,BUY,657.75,894,ADX=43.4
2021-11-30,SONATSOFTW.NS,BUY,342.84,1,ADX=18.1
2021-12-01,IDEA.NS,BUY,12.8,32,ADX=26.0
2021-12-01,PNBHOUSING.NS,BUY,478.93,18,ADX=46.1
2021-12-01,SONATSOFTW.NS,SELL,323.99,1,STOP
2021-12-01,WELCORP.NS,SELL,160.51,53,STOP
2021-12-02,BAJAJHLDNG.NS,BUY,5347.0,103,ADX=44.5
2021-12-02,PGEL.NS,BUY,64.56,2,ADX=20.9
2021-12-02,RAYMOND.NS,SELL,621.57,894,STOP
2021-12-02,SCI.NS,BUY,157.2,2,ADX=31.8
2021-12-02,TORNTPOWER.NS,BUY,562.05,8,ADX=32.9
2021-12-03,INOXWIND.NS,BUY,36.39,3,ADX=17.1
2021-12-03,PGEL.NS,SELL,61.01,2,STOP
2021-12-06,ELGIEQUIP.NS,BUY,304.3,28,ADX=52.8
2021-12-06,IFCI.NS,BUY,14.9,3,ADX=20.2
2021-12-06,INOXWIND.NS,SELL,34.39,3,STOP
2021-12-06,PNBHOUSING.NS,SELL,452.59,18,STOP
2021-12-06,SCI.NS,SELL,148.55,2,STOP
2021-12-09,JPPOWER.NS,BUY,5.8,2,ADX=18.6
2021-12-10,JPPOWER.NS,SELL,5.48,2,STOP
2021-12-10,SUZLON.NS,BUY,7.21,1,ADX=18.0
2021-12-14,SUZLON.NS,SELL,6.81,1,STOP
2021-12-17,BAJAJHLDNG.NS,SELL,5052.91,103,STOP
2021-12-17,ELGIEQUIP.NS,SELL,287.56,28,STOP
2021-12-17,KAJARIACER.NS,BUY,1239.05,426,ADX=30.4
2021-12-17,WIPRO.NS,BUY,335.4,2,ADX=17.3
2021-12-20,BAYERCROP.NS,BUY,4913.15,102,ADX=19.6
2021-12-20,KAJARIACER.NS,SELL,1170.9,426,STOP
2021-12-20,TORNTPOWER.NS,SELL,531.14,8,STOP
2021-12-21,UNOMINDA.NS,BUY,553.53,3,ADX=34.5
2021-12-22,GRAVITA.NS,BUY,250.65,1,ADX=23.1
2021-12-30,GPIL.NS,BUY,278.4,38,ADX=43.3
2021-12-30,OLECTRA.NS,SELL,760.0,14,RULE
2022-01-11,IDEA.NS,SELL,12.1,32,STOP
2022-01-11,JPPOWER.NS,BUY,10.15,44,ADX=47.5
2022-01-12,GPIL.NS,SELL,263.09,38,STOP
2022-01-12,JPPOWER.NS,BUY,10.35,1007,ADX=50.0
2022-01-12,JPPOWER.NS,SELL,9.59,44,STOP
2022-01-13,GRAPHITE.NS,BUY,555.35,18,ADX=41.8
2022-01-13,JPPOWER.NS,SELL,9.78,1007,STOP
2022-01-13,JWL.NS,BUY,51.35,9,ADX=38.4
2022-01-13,KARURVYSYA.NS,BUY,41.83,1,ADX=22.4
2022-01-13,WIPRO.NS,SELL,324.88,2,RULE
2022-01-20,CGPOWER.NS,SELL,178.9,43963,RULE
2022-01-20,VTL.NS,BUY,562.68,13558,ADX=48.4
2022-01-21,ANGELONE.NS,BUY,1513.5,1,ADX=30.6
2022-01-21,GRAPHITE.NS,SELL,524.81,18,STOP
2022-01-21,LINDEINDIA.NS,BUY,2774.35,88,ADX=41.3
2022-01-21,TTML.NS,SELL,192.7,3,RULE
2022-01-24,ANGELONE.NS,SELL,1430.26,1,STOP
2022-01-24,IFCI.NS,SELL,15.0,3,RULE
2022-01-24,KARURVYSYA.NS,SELL,39.53,1,STOP
2022-01-24,UNOMINDA.NS,SELL,535.75,3,RULE
2022-01-24,VTL.NS,SELL,531.73,13558,STOP
2022-01-25,BANKBARODA.NS,BUY,98.5,8,ADX=23.0
2022-01-25,HEROMOTOCO.NS,BUY,2782.05,2605,ADX=31.2
2022-01-25,JWL.NS,SELL,48.53,9,STOP
2022-01-25,LINDEINDIA.NS,SELL,2621.76,88,STOP
2022-01-25,SOLARINDS.NS,BUY,2480.25,79,ADX=23.8
2022-01-27,MMTC.NS,BUY,52.55,1,ADX=32.2
2022-01-31,CANBK.NS,BUY,50.59,1,ADX=20.6
2022-01-31,DBREALTY.NS,BUY,82.5,2244,ADX=45.7
2022-01-31,SOLARINDS.NS,SELL,2343.84,79,STOP
2022-02-04,BAYERCROP.NS,SELL,4848.05,102,RULE
2022-02-04,GMDCLTD.NS,BUY,132.5,3732,ADX=45.0
2022-02-07,CREDITACC.NS,BUY,728.95,9395,ADX=42.0
2022-02-07,HEROMOTOCO.NS,SELL,2629.04,2605,STOP
2022-02-07,RPOWER.NS,BUY,18.5,9,ADX=30.2
2022-02-08,BIOCON.NS,BUY,404.6,1154,ADX=24.0
2022-02-08,GMDCLTD.NS,SELL,125.21,3732,STOP
2022-02-09,RENUKA.NS,BUY,38.05,14,ADX=30.7
2022-02-09,RPOWER.NS,SELL,17.48,9,STOP
2022-02-11,NLCINDIA.NS,BUY,75.85,2,ADX=29.2
2022-02-11,TRIDENT.NS,SELL,56.8,3,RULE
2022-02-14,CANBK.NS,SELL,47.81,1,STOP
2022-02-14,CREDITACC.NS,SELL,688.86,9395,STOP
2022-02-14,MMTC.NS,SELL,49.66,1,STOP
2022-02-14,NLCINDIA.NS,SELL,71.68,2,STOP
2022-02-14,RENUKA.NS,SELL,35.96,14,STOP
2022-02-14,RHIM.NS,BUY,494.0,13102,ADX=32.8
2022-02-22,BIOCON.NS,SELL,382.35,1154,STOP
2022-02-24,DBREALTY.NS,SELL,89.25,2244,RULE
2022-02-24,GRAVITA.NS,SELL,329.15,1,RULE
2022-02-24,RHIM.NS,SELL,466.83,13102,STOP
2022-02-25,ABBOTINDIA.NS,BUY,17379.8,353,ADX=21.0
2022-02-28,CROMPTON.NS,BUY,428.5,6,ADX=33.2
2022-02-28,DMART.NS,BUY,4340.35,143,ADX=37.0
2022-03-02,BEL.NS,BUY,72.0,2,ADX=20.4
2022-03-02,CROMPTON.NS,SELL,404.93,6,STOP
2022-03-02,HINDALCO.NS,BUY,600.1,4,ADX=22.5
2022-03-04,DMART.NS,SELL,4101.63,143,STOP
2022-03-07,BANKBARODA.NS,SELL,93.08,8,STOP
2022-03-07,GAIL.NS,BUY,107.77,5449,ADX=22.8
2022-03-08,LEMONTREE.NS,BUY,57.1,1,ADX=18.3
2022-03-10,BSE.NS,BUY,291.05,1,ADX=16.4
2022-03-10,CHAMBLFERT.NS,BUY,414.45,1338,ADX=31.1
2022-03-10,GAIL.NS,SELL,101.84,5449,STOP
2022-03-11,SARDAEN.NS,BUY,107.78,1,ADX=18.8
2022-03-15,BEL.NS,SELL,68.04,2,STOP
2022-03-15,HINDALCO.NS,SELL,567.09,4,STOP
2022-03-15,LEMONTREE.NS,SELL,53.96,1,STOP
2022-03-15,RKFORGE.NS,BUY,189.45,13,ADX=31.9
2022-03-21,JUBLPHARMA.NS,BUY,449.65,5,ADX=42.1
2022-03-21,RKFORGE.NS,SELL,179.03,13,STOP
2022-03-21,RVNL.NS,BUY,35.8,2,ADX=19.8
2022-03-22,ABBOTINDIA.NS,SELL,16685.6,353,RULE
2022-03-22,CHALET.NS,BUY,303.65,9,ADX=36.5
2022-03-22,GNFC.NS,BUY,799.45,7364,ADX=39.8
2022-03-22,LTF.NS,BUY,75.1,2,ADX=32.1
2022-03-23,BLS.NS,BUY,62.2,1,ADX=18.5
2022-03-23,GNFC.NS,SELL,755.48,7364,STOP
2022-03-23,ITC.NS,BUY,252.0,12,ADX=30.4
2022-03-23,LINDEINDIA.NS,BUY,3508.05,1585,ADX=31.3
2022-03-25,BLS.NS,SELL,58.78,1,STOP
2022-03-28,AWL.NS,BUY,461.0,4,ADX=69.6
2022-03-28,IRB.NS,BUY,23.95,2,ADX=20.0
2022-03-28,JUBLPHARMA.NS,SELL,424.92,5,STOP
2022-03-28,RVNL.NS,SELL,33.83,2,STOP
2022-03-28,USHAMART.NS,BUY,121.45,3,ADX=44.4
2022-04-19,BSE.NS,SELL,285.92,1,RULE
2022-04-19,CHALET.NS,SELL,286.95,9,STOP
2022-04-19,CHENNPETRO.NS,BUY,196.7,14,ADX=54.0
2022-04-19,NHPC.NS,BUY,33.7,3,ADX=46.2
2022-04-20,IRB.NS,SELL,23.84,2,RULE
2022-04-20,MRPL.NS,BUY,67.9,1,ADX=36.5
2022-04-26,MRPL.NS,SELL,64.17,1,STOP
2022-05-04,LINDEINDIA.NS,SELL,3397.85,1585,RULE
2022-05-04,TECHNOE.NS,BUY,307.1,17537,ADX=34.3
2022-05-06,NHPC.NS,SELL,31.85,3,STOP
2022-05-06,USHAMART.NS,SELL,132.05,3,RULE
2022-05-09,ABB.NS,BUY,2305.7,219,ADX=16.2
2022-05-09,CHAMBLFERT.NS,SELL,430.8,1338,RULE
2022-05-09,LTF.NS,SELL,80.45,2,RULE
2022-05-09,POWERGRID.NS,BUY,183.86,28065,ADX=43.7
2022-05-09,TECHNOE.NS,SELL,290.21,17537,STOP
2022-05-10,ABB.NS,SELL,2178.89,219,STOP
2022-05-10,AWL.NS,SELL,583.25,4,RULE
2022-05-10,SARDAEN.NS,SELL,106.68,1,RULE
2022-05-12,GUJGASLTD.NS,BUY,566.95,853,ADX=18.5
2022-05-12,ITC.NS,SELL,252.9,12,RULE
2022-05-18,MRPL.NS,BUY,89.35,54580,ADX=44.5
2022-05-18,POWERGRID.NS,SELL,173.75,28065,STOP
2022-05-23,JWL.NS,BUY,63.3,1,ADX=27.4
2022-05-24,ASHOKLEY.NS,BUY,70.6,8,ADX=16.9
2022-05-24,DRREDDY.NS,BUY,869.42,5300,ADX=26.3
2022-05-24,MRPL.NS,SELL,84.44,54580,STOP
2022-05-25,BAYERCROP.NS,BUY,4974.3,91,ADX=18.1
2022-05-25,GUJGASLTD.NS,SELL,535.77,853,STOP
2022-05-25,JWL.NS,SELL,59.82,1,STOP
2022-05-26,AIAENG.NS,BUY,2056.1,2,ADX=21.2
2022-05-30,INDIANB.NS,BUY,167.55,1,ADX=16.0
2022-05-31,PGEL.NS,BUY,88.62,1,ADX=24.0
2022-05-31,RTNINDIA.NS,BUY,49.25,1,ADX=21.0
